PRIM_STATE,OCC_CODE,OCC_TITLE,TOT_EMP,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
WV,11-3121,Human Resources Managers,540,"120,400","72,590","86,890","108,660","140,130","181,470"
WV,11-3131,Training and Development Managers,50,"112,160","72,080","83,860","100,650","137,530","170,210"
WV,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",**,"71,760","49,660","52,560","56,200","62,800","158,130"
WV,11-9021,Construction Managers,670,"86,860","53,280","60,580","76,150","105,940","131,330"
WV,11-9031,"Education and Childcare Administrators, Preschool and Daycare",380,"49,500","32,580","35,950","44,240","58,440","66,030"
WV,11-9032,"Education Administrators, Kindergarten through Secondary","1,350","81,770","54,650","74,110","80,650","92,130","98,960"
WV,11-9033,"Education Administrators, Postsecondary","1,390","111,710","52,510","66,760","85,260","138,760","215,590"
WV,11-9039,"Education Administrators, All Other",**,"87,650","48,660","70,150","80,670","102,450","127,520"
WV,11-9041,Architectural and Engineering Managers,460,"152,840","104,670","118,790","143,800","171,530","213,230"
WV,11-9051,Food Service Managers,"1,250","54,200","37,190","45,630","50,920","61,640","69,380"
WV,11-9072,"Entertainment and Recreation Managers, Except Gambling",40,"51,180","40,850","40,850","42,570","58,060","77,290"
WV,11-9081,Lodging Managers,160,"70,220","35,100","49,420","71,930","82,390","99,910"
WV,11-9111,Medical and Health Services Managers,"2,100","135,680","73,690","92,770","110,780","161,160","201,330"
WV,11-9121,Natural Sciences Managers,170,"138,380","92,750","110,300","134,410","157,980","181,210"
WV,11-9131,Postmasters and Mail Superintendents,170,"93,690","85,490","87,150","92,900","99,960","101,800"
WV,11-9141,"Property, Real Estate, and Community Association Managers","1,610","60,900","30,540","38,580","48,130","70,990","117,830"
WV,11-9151,Social and Community Service Managers,550,"71,770","35,110","50,810","62,460","84,820","118,320"
WV,11-9161,Emergency Management Directors,110,"66,720","46,500","57,400","61,780","71,420","91,870"
WV,11-9171,Funeral Home Managers,130,"75,810","47,560","57,190","60,150","77,120","98,370"
WV,11-9199,"Managers, All Other","3,120","130,090","62,740","89,090","126,250","160,510","191,310"
WV,13-0000,Business and Financial Operations Occupations,"33,080","74,410","36,160","48,470","65,710","92,750","119,280"
WV,13-1020,Buyers and Purchasing Agents,"1,310","74,250","42,850","52,670","72,550","89,860","108,770"
WV,13-1031,"Claims Adjusters, Examiners, and Investigators","1,410","72,700","47,780","59,360","66,020","87,050","107,050"
WV,13-1041,Compliance Officers,"1,530","74,820","40,670","50,680","64,040","95,850","119,020"
WV,13-1051,Cost Estimators,830,"77,180","42,940","49,770","70,630","91,710","133,350"
WV,13-1071,Human Resources Specialists,"2,950","71,210","38,420","49,160","62,300","86,940","113,730"
WV,13-1075,Labor Relations Specialists,430,"94,330","64,850","79,170","96,410","106,970","122,270"
WV,13-1081,Logisticians,560,"76,380","47,390","60,670","70,690","90,110","106,530"
WV,13-1082,Project Management Specialists,"2,050","91,340","51,290","64,720","82,950","114,360","136,880"
WV,13-1111,Management Analysts,"1,560","97,740","52,500","67,760","94,060","115,710","138,170"
WV,13-1121,"Meeting, Convention, and Event Planners",320,"46,050","26,610","36,670","47,160","53,940","61,950"
WV,13-1131,Fundraisers,300,"51,790","34,600","42,320","51,340","60,960","65,290"
WV,13-1141,"Compensation, Benefits, and Job Analysis Specialists",550,"66,200","35,750","39,440","49,860","68,690","161,220"
WV,13-1151,Training and Development Specialists,"1,450","62,640","35,580","45,040","61,310","75,380","90,790"
WV,13-1161,Market Research Analysts and Marketing Specialists,"1,700","57,730","31,640","37,140","50,290","69,990","105,000"
WV,13-1199,"Business Operations Specialists, All Other","5,410","70,000","29,760","32,990","62,210","95,270","125,630"
WV,13-2011,Accountants and Auditors,"5,310","78,150","47,400","58,680","74,520","95,110","113,730"
WV,13-2020,Property Appraisers and Assessors,530,"48,290","30,090","36,710","45,490","52,860","65,820"
WV,13-2031,Budget Analysts,190,"80,570","50,080","60,060","75,540","95,640","117,190"
WV,13-2041,Credit Analysts,180,"63,690","45,310","50,240","55,840","71,970","91,750"
WV,13-2051,Financial and Investment Analysts,390,"80,330","45,410","56,500","72,550","98,490","126,190"
WV,13-2052,Personal Financial Advisors,730,"132,360","39,100","51,110","77,790","139,170",#
WV,13-2053,Insurance Underwriters,180,"61,840","43,830","46,000","56,740","72,030","96,460"
WV,13-2054,Financial Risk Specialists,50,"95,510","54,600","67,350","89,820","123,020","134,110"
WV,13-2061,Financial Examiners,220,"68,130","42,270","48,060","60,440","75,840","103,820"
WV,13-2071,Credit Counselors,120,"44,200","36,330","39,330","40,940","45,920","51,900"
WV,13-2072,Loan Officers,"1,300","61,800","36,740","42,580","49,550","68,390","105,120"
WV,13-2081,"Tax Examiners and Collectors, and Revenue Agents",330,"49,520","28,930","36,700","45,910","54,580","72,340"
WV,13-2082,Tax Preparers,320,"39,740","20,630","21,930","30,470","58,570","76,320"
WV,13-2099,"Financial Specialists, All Other",860,"85,060","49,230","63,960","86,940","101,440","117,190"
WV,15-0000,Computer and Mathematical Occupations,"13,430","95,200","44,900","60,050","86,170","122,560","157,830"
WV,15-1211,Computer Systems Analysts,"1,300","99,150","58,770","78,210","99,050","122,160","139,080"
WV,15-1212,Information Security Analysts,270,"103,770","61,940","79,870","107,820","123,770","141,660"
WV,15-1221,Computer and Information Research Scientists,50,"187,000","75,710","107,240","170,750","228,820",#
WV,15-1231,Computer Network Support Specialists,670,"55,340","36,740","43,020","51,670","62,650","76,770"
WV,15-1232,Computer User Support Specialists,"1,840","58,790","36,920","45,640","54,850","69,900","88,660"
WV,15-1241,Computer Network Architects,210,"112,540","68,840","84,220","103,350","132,420","161,570"
WV,15-1242,Database Administrators,230,"73,530","50,490","55,380","65,380","82,700","113,480"
WV,15-1243,Database Architects,270,"132,690","63,270","92,210","157,590","160,740","181,960"
WV,15-1244,Network and Computer Systems Administrators,"1,310","81,260","47,640","58,830","73,430","98,700","118,190"
WV,15-1251,Computer Programmers,190,"71,800","26,940","46,160","65,140","89,240","115,740"
WV,15-1252,Software Developers,"2,280","107,330","61,480","79,480","103,550","126,880","160,660"
WV,15-1253,Software Quality Assurance Analysts and Testers,260,"67,610","27,500","28,650","61,420","101,070","129,770"
WV,15-1254,Web Developers,320,"78,830","43,690","57,530","69,160","88,660","106,800"
WV,15-1255,Web and Digital Interface Designers,110,"89,950","40,700","43,490","72,630","120,580","195,130"
WV,15-1299,"Computer Occupations, All Other","3,550","118,760","48,890","76,580","113,030","151,740","176,050"
WV,15-2031,Operations Research Analysts,220,"75,510","47,400","61,160","63,760","86,210","113,030"
WV,15-2041,Statisticians,90,"84,450","44,370","51,120","80,580","101,440","138,490"
WV,15-2051,Data Scientists,220,"102,770","49,000","72,250","95,760","118,820","165,660"
WV,17-0000,Architecture and Engineering Occupations,"9,370","92,470","49,080","63,880","85,470","113,710","141,900"
WV,17-1011,"Architects, Except Landscape and Naval",80,"92,140","49,200","69,440","86,530","106,900","133,800"
WV,17-1012,Landscape Architects,60,"84,030","39,100","57,510","76,790","105,420","151,520"
WV,17-1021,Cartographers and Photogrammetrists,40,"58,760","27,990","47,540","54,870","68,390","91,890"
WV,17-1022,Surveyors,520,"67,010","37,790","48,890","61,610","76,300","103,260"
WV,17-2041,Chemical Engineers,210,"135,390","86,520","109,800","139,730","166,040","176,480"
WV,17-2051,Civil Engineers,"1,560","91,880","48,740","62,410","88,200","113,730","134,300"
WV,17-2071,Electrical Engineers,610,"110,680","77,410","88,190","108,480","127,840","151,430"
WV,17-2072,"Electronics Engineers, Except Computer",140,"101,270","70,340","74,610","107,370","120,290","126,990"
WV,17-2081,Environmental Engineers,470,"102,560","60,400","72,760","99,830","127,270","163,490"
WV,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",210,"91,630","59,640","66,090","93,440","110,050","130,890"
WV,17-2112,Industrial Engineers,890,"112,360","70,060","81,210","104,610","136,690","174,980"
WV,17-2131,Materials Engineers,50,"95,420","55,130","74,980","97,960","126,940","130,070"
WV,17-2141,Mechanical Engineers,860,"100,800","62,350","82,720","100,610","112,690","136,930"
WV,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",400,"92,130","76,770","78,880","84,000","102,510","123,420"
WV,17-2171,Petroleum Engineers,160,"116,810","67,050","81,510","102,900","163,620","175,000"
WV,17-2199,"Engineers, All Other",610,"109,010","52,480","76,330","103,400","139,170","168,460"
WV,17-3011,Architectural and Civil Drafters,330,"66,110","39,080","49,410","63,880","82,440","92,770"
WV,17-3013,Mechanical Drafters,180,"60,900","47,530","51,230","57,040","63,600","76,070"
WV,17-3022,Civil Engineering Technologists and Technicians,310,"59,900","38,140","48,480","58,440","68,900","82,860"
WV,17-3023,Electrical and Electronic Engineering Technologists and Technicians,350,"84,040","58,480","69,900","84,530","100,160","108,690"
WV,17-3025,Environmental Engineering Technologists and Technicians,40,"56,280","44,920","45,140","54,760","61,320","76,000"
WV,17-3026,Industrial Engineering Technologists and Technicians,100,"70,150","49,430","54,910","62,820","81,360","101,010"
WV,17-3027,Mechanical Engineering Technologists and Technicians,90,"58,480","35,610","37,670","61,040","67,380","82,240"
WV,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",280,"76,700","49,000","60,800","74,960","87,400","111,370"
WV,17-3031,Surveying and Mapping Technicians,320,"49,970","31,360","34,990","45,630","58,590","72,630"
WV,19-0000,"Life, Physical, and Social Science Occupations","6,640","76,530","38,440","48,980","66,790","95,390","126,750"
WV,19-1013,Soil and Plant Scientists,40,"62,000","40,570","41,370","42,730","77,940","105,810"
WV,19-1023,Zoologists and Wildlife Biologists,100,"75,380","54,200","59,950","73,780","81,510","109,120"
WV,19-1029,"Biological Scientists, All Other",240,"82,510","49,000","61,960","82,760","98,550","107,580"
WV,19-1031,Conservation Scientists,140,"72,970","39,840","48,420","68,390","92,750","109,980"
WV,19-1032,Foresters,110,"59,030","37,550","44,100","56,940","74,900","79,800"
WV,19-1041,Epidemiologists,110,"66,340","44,280","52,840","65,490","79,130","89,190"
WV,19-1042,"Medical Scientists, Except Epidemiologists",290,"108,420","65,090","67,090","84,350","105,040","227,900"
WV,19-2021,Atmospheric and Space Scientists,60,"70,020","37,210","44,200","70,000","72,940","110,300"
WV,19-2031,Chemists,270,"112,080","57,000","75,050","108,010","146,960","168,170"
WV,19-2041,"Environmental Scientists and Specialists, Including Health",310,"80,270","47,140","58,340","77,980","97,730","115,780"
WV,19-2042,"Geoscientists, Except Hydrologists and Geographers",130,"90,960","45,950","59,950","95,640","112,590","138,990"
WV,19-2099,"Physical Scientists, All Other",120,*,*,*,*,*,*
WV,19-3033,Clinical and Counseling Psychologists,650,"88,540","35,450","50,090","70,540","110,160","155,560"
WV,19-3034,School Psychologists,160,"67,950","40,060","57,160","69,870","71,720","87,280"
WV,19-3039,"Psychologists, All Other",240,"63,650","29,180","33,470","41,900","77,410","142,690"
WV,19-3051,Urban and Regional Planners,180,"62,520","43,840","47,240","58,240","72,840","90,750"
WV,19-3091,Anthropologists and Archeologists,50,"62,000","36,500","43,820","45,650","71,490","104,330"
WV,19-3099,"Social Scientists and Related Workers, All Other",220,"96,340","73,840","82,220","94,310","106,850","117,960"
WV,19-4012,Agricultural Technicians,40,"50,010","33,470","42,320","55,560","55,630","55,630"
WV,19-4021,Biological Technicians,120,"54,580","35,480","39,370","47,130","63,730","88,920"
WV,19-4031,Chemical Technicians,240,"61,640","42,060","48,800","63,820","75,240","77,850"
WV,19-4042,"Environmental Science and Protection Technicians, Including Health",530,"53,760","34,720","40,940","52,690","60,680","74,690"
WV,19-4043,"Geological Technicians, Except Hydrologic Technicians",110,"57,540","45,210","45,940","45,950","76,580","82,300"
WV,19-4044,Hydrologic Technicians,**,"48,980","38,100","38,710","45,690","49,000","68,220"
WV,19-4061,Social Science Research Assistants,440,"73,220","29,840","39,050","52,630","132,680","139,210"
WV,19-4071,Forest and Conservation Technicians,110,"53,660","39,560","39,840","51,440","62,090","77,900"
WV,19-4092,Forensic Science Technicians,90,"59,760","38,190","41,830","59,930","70,530","80,550"
WV,19-4099,"Life, Physical, and Social Science Technicians, All Other",220,"63,520","39,940","47,750","60,250","75,570","90,270"
WV,19-5011,Occupational Health and Safety Specialists,840,"84,970","49,110","62,890","86,940","105,210","118,510"
WV,19-5012,Occupational Health and Safety Technicians,170,"66,810","45,570","56,810","57,500","70,820","115,760"
WV,21-0000,Community and Social Service Occupations,"14,140","50,260","31,390","37,750","46,590","58,900","73,370"
WV,21-1012,"Educational, Guidance, and Career Counselors and Advisors","1,390","54,910","36,840","44,360","55,420","63,160","73,670"
WV,21-1013,Marriage and Family Therapists,110,"49,450","27,280","43,370","48,180","57,860","64,880"
WV,21-1015,Rehabilitation Counselors,470,"48,050","29,180","32,860","44,220","61,250","77,620"
WV,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","1,970","52,210","32,000","38,770","46,710","62,790","77,260"
WV,21-1019,"Counselors, All Other",150,"49,080","30,950","35,960","41,740","53,300","69,270"
WV,21-1021,"Child, Family, and School Social Workers","2,370","49,970","37,720","43,220","48,220","54,960","62,700"
WV,21-1022,Healthcare Social Workers,890,"61,630","41,180","47,930","60,670","72,810","85,960"
WV,21-1023,Mental Health and Substance Abuse Social Workers,390,"49,250","32,940","35,940","47,840","57,700","72,140"
WV,21-1029,"Social Workers, All Other",690,"73,230","43,210","49,460","68,990","98,890","106,230"
WV,21-1091,Health Education Specialists,460,"63,590","38,710","42,630","62,400","69,050","101,820"
WV,21-1092,Probation Officers and Correctional Treatment Specialists,870,"51,790","35,910","43,070","50,220","58,560","68,360"
WV,21-1093,Social and Human Service Assistants,"3,290","39,230","28,680","31,520","37,860","44,220","51,780"
WV,21-1094,Community Health Workers,450,"43,860","27,760","34,990","40,470","55,780","61,080"
WV,21-1099,"Community and Social Service Specialists, All Other",330,"46,480","29,610","36,120","40,260","60,870","73,840"
WV,21-2011,Clergy,310,"46,010","36,230","36,600","36,600","48,450","66,590"
WV,23-0000,Legal Occupations,"5,390","89,070","38,060","49,460","76,990","104,870","156,580"
WV,23-1011,Lawyers,"2,460","117,770","60,860","79,910","102,240","136,740","197,630"
WV,23-1012,Judicial Law Clerks,250,"57,350","49,220","49,220","49,220","64,990","80,990"
WV,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",100,"117,760","48,750","63,470","103,840","172,630","203,990"
WV,23-1023,"Judges, Magistrate Judges, and Magistrates",350,"88,370","56,010","63,240","63,240","138,590","138,590"
WV,23-2011,Paralegals and Legal Assistants,"1,680","56,540","31,640","37,830","49,620","69,950","87,050"
WV,23-2093,"Title Examiners, Abstractors, and Searchers",410,"68,010","43,630","44,090","66,040","82,880","99,350"
WV,23-2099,"Legal Support Workers, All Other",140,"74,300","33,590","40,780","57,210","86,740","176,950"
WV,25-0000,Educational Instruction and Library Occupations,"43,050","56,750","28,290","40,460","49,190","60,410","82,250"
WV,25-1011,"Business Teachers, Postsecondary",540,"98,950","40,740","59,340","83,320","127,160","170,360"
WV,25-1021,"Computer Science Teachers, Postsecondary",200,"82,100","50,100","59,630","75,320","100,700","132,540"
WV,25-1022,"Mathematical Science Teachers, Postsecondary",290,"79,070","48,560","52,000","65,570","85,130","125,420"
WV,25-1032,"Engineering Teachers, Postsecondary",290,"104,680","59,680","74,700","107,100","131,540","159,550"
WV,25-1041,"Agricultural Sciences Teachers, Postsecondary",70,"89,630","46,220","66,680","83,000","102,350","136,560"
WV,25-1042,"Biological Science Teachers, Postsecondary",250,"90,220","49,440","63,990","77,020","111,950","131,480"
WV,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",50,"101,670","46,570","83,920","100,830","134,490","137,910"
WV,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",50,"91,230","56,020","66,310","80,420","105,910","140,110"
WV,25-1052,"Chemistry Teachers, Postsecondary",100,"89,620","53,460","65,590","80,560","101,740","133,850"
WV,25-1054,"Physics Teachers, Postsecondary",50,"84,940","52,150","57,230","75,460","102,150","136,950"
WV,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",50,"75,040","37,320","52,370","63,530","95,840","118,700"
WV,25-1063,"Economics Teachers, Postsecondary",50,"101,770","54,920","66,990","86,250","140,800","181,050"
WV,25-1065,"Political Science Teachers, Postsecondary",60,"79,980","52,040","59,190","80,270","98,170","119,080"
WV,25-1066,"Psychology Teachers, Postsecondary",170,"78,740","42,920","57,910","73,390","90,050","118,480"
WV,25-1067,"Sociology Teachers, Postsecondary",60,"78,540","52,050","58,430","79,770","83,940","107,250"
WV,25-1069,"Social Sciences Teachers, Postsecondary, All Other",70,"74,710","37,840","54,910","64,520","82,690","106,620"
WV,25-1071,"Health Specialties Teachers, Postsecondary","2,030","135,750","39,970","65,260","106,940","173,820",#
WV,25-1072,"Nursing Instructors and Teachers, Postsecondary",360,"78,680","46,740","60,760","75,550","90,460","108,020"
WV,25-1081,"Education Teachers, Postsecondary",360,"71,360","39,220","49,730","65,670","82,210","104,060"
WV,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",80,"74,230","39,880","50,960","65,350","89,980","109,100"
WV,25-1113,"Social Work Teachers, Postsecondary",90,"73,510","45,550","51,500","65,570","81,730","106,530"
WV,25-1121,"Art, Drama, and Music Teachers, Postsecondary",360,"74,190","46,950","51,130","64,810","83,310","106,090"
WV,25-1122,"Communications Teachers, Postsecondary",220,"73,910","48,830","50,980","66,720","81,840","112,490"
WV,25-1123,"English Language and Literature Teachers, Postsecondary",340,"68,550","46,320","50,570","63,570","81,120","105,820"
WV,25-1124,"Foreign Language and Literature Teachers, Postsecondary",70,"70,340","42,880","51,000","63,090","83,850","105,600"
WV,25-1125,"History Teachers, Postsecondary",90,"67,130","45,980","49,420","64,710","83,200","100,500"
WV,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",150,"71,330","36,400","50,290","64,430","83,320","102,900"
WV,25-1194,"Career/Technical Education Teachers, Postsecondary",360,"62,530","34,550","44,720","59,570","81,520","91,770"
WV,25-1199,"Postsecondary Teachers, All Other",860,"83,500","37,710","50,910","64,480","100,610","133,900"
WV,25-2011,"Preschool Teachers, Except Special Education","2,380","35,160","22,240","25,850","29,610","43,400","57,560"
WV,25-2012,"Kindergarten Teachers, Except Special Education",850,"55,100","46,230","47,570","55,170","59,120","64,640"
WV,25-2021,"Elementary School Teachers, Except Special Education","6,680","52,970","45,710","47,030","55,550","57,860","60,310"
WV,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","3,130","51,730","39,630","45,780","49,670","58,890","60,640"
WV,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","3,650","54,360","45,310","47,350","56,480","59,850","62,500"
WV,25-2032,"Career/Technical Education Teachers, Secondary School",780,"55,950","46,040","48,620","56,060","61,360","67,520"
WV,25-2051,"Special Education Teachers, Preschool",50,"39,660","24,350","27,480","47,910","48,690","49,930"
WV,25-2052,"Special Education Teachers, Kindergarten and Elementary School","2,280","52,090","43,970","46,750","49,760","58,590","62,040"
WV,25-2057,"Special Education Teachers, Middle School",580,"52,870","43,700","45,110","47,050","60,150","67,130"
WV,25-2058,"Special Education Teachers, Secondary School",810,"54,510","44,400","48,020","55,600","59,560","67,750"
WV,25-2059,"Special Education Teachers, All Other",540,"35,220","28,320","29,800","31,100","34,300","45,230"
WV,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",90,"54,250","35,140","41,190","57,720","64,990","74,080"
WV,25-3021,Self-Enrichment Teachers,560,"46,960","22,260","26,000","43,230","60,860","82,800"
WV,25-3031,"Substitute Teachers, Short-Term","4,630","53,000","41,190","43,650","47,630","58,140","75,220"
WV,25-3041,Tutors,300,"45,990","33,140","41,040","42,420","52,480","63,650"
WV,25-3099,"Teachers and Instructors, All Other",680,"61,010","30,980","45,190","62,440","72,950","87,440"
WV,25-4012,Curators,40,"58,380","25,070","25,890","50,810","102,500","108,500"
WV,25-4013,Museum Technicians and Conservators,30,"51,080","35,220","41,990","47,910","59,400","65,880"
WV,25-4022,Librarians and Media Collections Specialists,430,"49,240","28,040","34,800","48,640","58,730","69,720"
WV,25-4031,Library Technicians,190,"34,340","23,510","29,210","31,080","37,190","48,360"
WV,25-9021,Farm and Home Management Educators,90,"54,500","42,840","45,120","47,640","63,290","75,770"
WV,25-9031,Instructional Coordinators,730,"68,450","45,380","54,310","61,490","78,970","96,080"
WV,25-9044,"Teaching Assistants, Postsecondary",40,"37,170","31,380","32,880","34,630","41,120","47,060"
WV,25-9045,"Teaching Assistants, Except Postsecondary","5,100","29,370","23,150","27,110","28,220","33,500","35,540"
WV,25-9099,"Educational Instruction and Library Workers, All Other",540,"36,130","29,330","29,330","34,850","37,220","43,210"
WV,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations","5,400","51,680","27,770","32,440","40,990","59,460","85,390"
WV,27-1014,Special Effects Artists and Animators,50,"56,270","50,110","53,440","53,440","57,580","66,670"
WV,27-1023,Floral Designers,220,"26,810","21,840","22,660","27,830","28,510","32,250"
WV,27-1024,Graphic Designers,540,"43,870","27,480","31,390","36,870","47,500","68,530"
WV,27-1025,Interior Designers,100,"51,070","35,280","36,890","45,090","58,410","83,760"
WV,27-1026,Merchandise Displayers and Window Trimmers,880,"35,730","29,740","30,610","34,630","36,380","45,800"
WV,27-2012,Producers and Directors,260,"53,780","34,310","37,040","39,150","56,880","99,170"
WV,27-2022,Coaches and Scouts,880,"66,580","29,950","38,980","50,230","68,250","105,180"
WV,27-2023,"Umpires, Referees, and Other Sports Officials",60,"53,400","22,320","37,270","43,600","59,160","91,500"
WV,27-2041,Music Directors and Composers,30,*,*,*,*,*,*
WV,27-2042,Musicians and Singers,60,*,*,*,*,*,*
WV,27-3011,Broadcast Announcers and Radio Disc Jockeys,190,"35,860","21,420","25,670","35,050","38,480","48,550"
WV,27-3023,"News Analysts, Reporters, and Journalists",230,"36,200","24,230","29,650","36,440","38,610","44,460"
WV,27-3031,Public Relations Specialists,350,"62,100","38,310","47,570","52,080","67,580","97,100"
WV,27-3041,Editors,350,"68,480","28,360","41,990","76,760","96,890","100,070"
WV,27-3042,Technical Writers,80,"68,520","44,240","48,840","62,250","79,070","114,050"
WV,27-3043,Writers and Authors,100,"63,160","22,200","30,290","66,970","77,710","98,550"
WV,27-3091,Interpreters and Translators,60,"62,810","29,440","38,180","63,750","81,410","102,790"
WV,27-3092,Court Reporters and Simultaneous Captioners,160,"64,470","42,170","46,360","52,230","67,630","76,340"
WV,27-4011,Audio and Video Technicians,150,"62,390","31,440","45,190","58,000","83,340","90,580"
WV,27-4012,Broadcast Technicians,120,"33,640","20,800","22,250","29,900","38,300","55,540"
WV,27-4021,Photographers,120,"36,040","28,120","29,070","35,470","38,700","47,620"
WV,27-4031,"Camera Operators, Television, Video, and Film",70,"50,100","30,620","35,500","39,470","47,830","77,120"
WV,27-4032,Film and Video Editors,50,"50,060","32,360","44,110","45,970","58,920","65,990"
WV,29-0000,Healthcare Practitioners and Technical Occupations,"62,950","90,070","36,850","49,620","69,340","97,460","141,650"
WV,29-1011,Chiropractors,90,"81,840","36,290","52,000","77,780","103,310","138,390"
WV,29-1021,"Dentists, General",400,"171,380","65,490","106,940","147,440","203,040",#
WV,29-1029,"Dentists, All Other Specialists",40,"198,990","63,760","63,760","231,860",#,#
WV,29-1031,Dietitians and Nutritionists,440,"69,050","45,500","50,650","66,660","87,050","95,440"
WV,29-1041,Optometrists,150,"136,210","63,460","93,800","130,190","167,500","215,640"
WV,29-1051,Pharmacists,"2,570","125,530","53,640","108,190","133,910","154,320","165,680"
WV,29-1071,Physician Assistants,960,"121,130","65,380","104,700","122,970","136,090","158,200"
WV,29-1081,Podiatrists,50,"160,330","71,910","94,210","128,760","211,990",#
WV,29-1122,Occupational Therapists,680,"93,100","56,940","75,060","93,260","107,470","126,770"
WV,29-1123,Physical Therapists,"1,330","99,470","70,790","82,470","101,210","115,710","127,860"
WV,29-1124,Radiation Therapists,80,"93,960","69,080","82,220","99,850","104,620","105,730"
WV,29-1125,Recreational Therapists,90,"50,640","33,930","37,050","44,900","51,100","84,640"
WV,29-1126,Respiratory Therapists,"1,340","68,440","51,200","61,140","66,370","76,730","84,670"
WV,29-1127,Speech-Language Pathologists,920,"85,410","56,290","63,020","80,170","104,420","122,420"
WV,29-1128,Exercise Physiologists,70,"57,860","49,270","49,710","54,770","62,970","74,470"
WV,29-1129,"Therapists, All Other",100,"70,460","45,300","58,250","71,180","85,180","93,740"
WV,29-1131,Veterinarians,390,"135,660","80,560","104,470","134,290","159,570","202,790"
WV,29-1141,Registered Nurses,"21,740","80,650","53,060","67,200","79,990","91,400","106,830"
WV,29-1151,Nurse Anesthetists,790,"267,220","197,680","223,700",#,#,#
WV,29-1171,Nurse Practitioners,"2,280","122,140","93,350","105,230","121,640","128,780","149,910"
WV,29-1181,Audiologists,40,"85,900","46,000","67,620","87,980","109,230","119,050"
WV,29-1211,Anesthesiologists,160,"193,830","51,210","66,230","168,390",#,#
WV,29-1212,Cardiologists,40,"276,750","74,550",#,#,#,#
WV,29-1213,Dermatologists,60,"190,320","67,620","77,380","215,740","235,130",#
WV,29-1214,Emergency Medicine Physicians,240,"345,480","64,890","160,680",#,#,#
WV,29-1215,Family Medicine Physicians,230,"249,170","107,500","167,810",#,#,#
WV,29-1216,General Internal Medicine Physicians,540,"254,790","57,740","63,290","234,960",#,#
WV,29-1217,Neurologists,50,*,*,*,*,*,*
WV,29-1221,"Pediatricians, General",70,"182,710","65,360","65,360","181,410","222,230",#
WV,29-1223,Psychiatrists,60,"138,350","60,010","65,790","65,790",#,#
WV,29-1229,"Physicians, All Other","2,300","241,220","66,650","124,490","228,680",#,#
WV,29-1249,"Surgeons, All Other",170,"371,230","66,460","187,700",#,#,#
WV,29-1292,Dental Hygienists,"1,220","69,660","54,080","61,430","72,670","76,560","83,830"
WV,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",180,"111,500","72,550","77,380","92,750","128,940","172,470"
WV,29-2010,Clinical Laboratory Technologists and Technicians,"1,960","60,080","37,210","47,290","60,240","68,990","85,850"
WV,29-2031,Cardiovascular Technologists and Technicians,470,"46,930","32,470","34,550","35,640","52,990","78,180"
WV,29-2032,Diagnostic Medical Sonographers,560,"74,670","61,420","65,600","73,410","82,150","95,680"
WV,29-2033,Nuclear Medicine Technologists,130,"82,440","65,600","73,190","82,470","91,050","100,000"
WV,29-2034,Radiologic Technologists and Technicians,"1,810","69,840","51,340","60,150","66,780","80,020","87,360"
WV,29-2035,Magnetic Resonance Imaging Technologists,180,"80,970","65,310","70,630","83,670","87,900","101,530"
WV,29-2036,Medical Dosimetrists,30,"79,720","32,590","37,820","40,600","139,850","142,590"
WV,29-2042,Emergency Medical Technicians,"1,150","35,430","28,250","30,390","35,060","38,360","44,570"
WV,29-2043,Paramedics,"1,130","48,370","37,560","40,390","48,190","51,750","62,870"
WV,29-2051,Dietetic Technicians,230,"34,000","27,010","30,760","33,330","37,890","38,400"
WV,29-2052,Pharmacy Technicians,"3,690","39,190","29,890","34,470","37,370","44,180","49,270"
WV,29-2053,Psychiatric Technicians,700,"33,120","27,470","30,310","30,890","35,700","39,100"
WV,29-2055,Surgical Technologists,720,"49,560","37,340","40,660","47,700","52,800","66,510"
WV,29-2056,Veterinary Technologists and Technicians,460,"37,130","27,660","30,360","36,350","42,490","47,710"
WV,29-2057,Ophthalmic Medical Technicians,270,"40,430","31,580","33,980","41,600","45,930","47,600"
WV,29-2061,Licensed Practical and Licensed Vocational Nurses,"6,330","52,540","40,290","45,820","49,850","59,860","64,200"
WV,29-2072,Medical Records Specialists,"1,140","46,600","30,260","35,880","43,710","55,010","66,960"
