PRIM_STATE,OCC_CODE,OCC_TITLE,TOT_EMP,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
AR,27-1023,Floral Designers,310,"31,330","24,120","27,660","29,990","35,380","37,280"
AR,27-1024,Graphic Designers,"1,450","53,010","29,590","36,960","46,430","60,590","81,450"
AR,27-1025,Interior Designers,760,"72,340","34,340","48,710","63,670","92,280","130,720"
AR,27-1026,Merchandise Displayers and Window Trimmers,"2,100","36,970","29,210","31,520","35,470","37,810","43,910"
AR,27-1027,Set and Exhibit Designers,40,"43,640","33,380","33,380","36,560","49,090","66,390"
AR,27-1029,"Designers, All Other",40,"52,490","23,790","45,760","54,810","64,340","66,550"
AR,27-2011,Actors,130,*,*,*,*,*,*
AR,27-2012,Producers and Directors,530,"50,780","27,830","35,720","39,420","64,500","79,060"
AR,27-2022,Coaches and Scouts,"2,300","50,630","27,930","30,670","42,290","46,760","66,970"
AR,27-2042,Musicians and Singers,80,*,*,*,*,*,*
AR,27-3011,Broadcast Announcers and Radio Disc Jockeys,340,"32,960","23,770","24,690","29,120","37,340","39,550"
AR,27-3023,"News Analysts, Reporters, and Journalists",210,"37,180","28,910","29,150","34,230","39,260","47,440"
AR,27-3031,Public Relations Specialists,"1,060","74,320","37,500","47,520","64,520","92,680","128,070"
AR,27-3041,Editors,350,"48,310","22,880","35,100","44,690","60,030","74,990"
AR,27-3042,Technical Writers,130,"71,420","40,930","47,450","62,490","77,380","106,300"
AR,27-3043,Writers and Authors,280,"51,080","34,840","41,260","46,490","57,500","71,300"
AR,27-3091,Interpreters and Translators,230,"55,270","31,640","42,140","50,880","74,620","77,200"
AR,27-3092,Court Reporters and Simultaneous Captioners,170,"53,290","33,670","34,370","54,730","63,770","70,550"
AR,27-4011,Audio and Video Technicians,210,"44,450","30,090","34,110","38,620","49,730","69,380"
AR,27-4012,Broadcast Technicians,170,"45,440","27,700","33,300","39,050","50,870","75,420"
AR,27-4021,Photographers,240,"36,690","23,670","28,790","33,850","39,700","59,170"
AR,27-4031,"Camera Operators, Television, Video, and Film",90,"45,380","27,700","30,310","32,510","48,590","77,940"
AR,27-4032,Film and Video Editors,130,"44,760","34,790","34,790","46,000","51,100","58,170"
AR,29-0000,Healthcare Practitioners and Technical Occupations,"87,860","82,200","36,800","49,650","67,930","89,530","130,920"
AR,29-1011,Chiropractors,200,"104,330","37,650","57,030","77,780","132,540",#
AR,29-1021,"Dentists, General",990,"178,290","82,920","156,160","172,490","214,990",#
AR,29-1029,"Dentists, All Other Specialists",70,"188,920","160,390","166,650","175,720","225,890",#
AR,29-1031,Dietitians and Nutritionists,690,"66,660","46,000","54,910","60,740","70,940","88,150"
AR,29-1041,Optometrists,350,"124,990","56,030","75,500","99,970","136,950","217,800"
AR,29-1051,Pharmacists,"3,100","132,090","101,140","127,410","134,230","148,490","159,980"
AR,29-1071,Physician Assistants,970,"93,880","32,970","40,040","103,550","129,800","153,410"
AR,29-1081,Podiatrists,**,"136,460","58,120","64,490","113,580","205,420",#
AR,29-1122,Occupational Therapists,"1,740","100,490","64,480","80,370","99,350","126,500","141,620"
AR,29-1123,Physical Therapists,"2,740","96,510","70,990","78,790","96,840","108,930","129,260"
AR,29-1124,Radiation Therapists,70,"106,980","65,900","68,820","86,690","90,290","116,340"
AR,29-1125,Recreational Therapists,80,"48,650","27,390","30,010","45,060","61,810","88,460"
AR,29-1126,Respiratory Therapists,"1,470","67,790","52,470","59,630","67,960","75,280","82,850"
AR,29-1127,Speech-Language Pathologists,"2,740","84,430","37,100","61,420","79,800","110,930","129,830"
AR,29-1128,Exercise Physiologists,30,"53,150","41,850","45,010","46,770","60,310","68,070"
AR,29-1129,"Therapists, All Other",350,"59,360","38,840","51,060","55,820","65,090","74,460"
AR,29-1131,Veterinarians,600,"105,850","59,300","92,870","100,820","121,880","150,840"
AR,29-1141,Registered Nurses,"28,320","77,720","57,380","65,450","77,130","84,720","99,960"
AR,29-1151,Nurse Anesthetists,320,"138,740","83,220","83,990","134,230","186,780","218,140"
AR,29-1171,Nurse Practitioners,"3,350","116,030","95,160","102,040","113,660","129,050","141,760"
AR,29-1181,Audiologists,120,"100,550","82,600","89,630","99,330","109,550","132,370"
AR,29-1211,Anesthesiologists,250,*,*,*,*,*,*
AR,29-1213,Dermatologists,50,"390,730","134,370","208,050",#,#,#
AR,29-1214,Emergency Medicine Physicians,50,#,#,#,#,#,#
AR,29-1215,Family Medicine Physicians,"1,070","117,030","62,360","62,360","62,360","139,200","220,370"
AR,29-1216,General Internal Medicine Physicians,290,*,*,*,*,*,*
AR,29-1218,Obstetricians and Gynecologists,**,#,#,#,#,#,#
AR,29-1221,"Pediatricians, General",200,"117,010","74,890","74,890","74,890","130,920","196,090"
AR,29-1222,"Physicians, Pathologists",90,"250,090","208,620","217,970",#,#,#
AR,29-1223,Psychiatrists,90,"215,360","65,890","76,820","195,430",#,#
AR,29-1229,"Physicians, All Other","2,300","247,880","60,340","95,360",#,#,#
AR,29-1241,"Ophthalmologists, Except Pediatric",40,"249,140","104,010","199,980",#,#,#
AR,29-1242,"Orthopedic Surgeons, Except Pediatric",**,#,#,#,#,#,#
AR,29-1292,Dental Hygienists,"1,790","85,620","56,430","79,470","83,760","95,260","101,250"
AR,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",230,"88,900","35,520","53,910","79,790","106,430","146,620"
AR,29-2010,Clinical Laboratory Technologists and Technicians,"3,200","53,770","35,620","38,570","50,480","64,860","78,670"
AR,29-2031,Cardiovascular Technologists and Technicians,420,"71,170","38,780","49,600","70,930","86,670","104,070"
AR,29-2032,Diagnostic Medical Sonographers,500,"77,820","63,970","68,950","78,500","86,160","96,540"
AR,29-2033,Nuclear Medicine Technologists,250,"72,380","51,210","62,590","75,150","83,380","93,460"
AR,29-2034,Radiologic Technologists and Technicians,"2,210","61,810","40,030","50,490","60,430","71,710","82,060"
AR,29-2035,Magnetic Resonance Imaging Technologists,370,"74,110","58,880","65,880","73,260","81,560","91,040"
AR,29-2042,Emergency Medical Technicians,"1,230","35,650","27,040","29,110","31,710","40,250","45,660"
AR,29-2043,Paramedics,"1,070","50,640","37,660","39,070","45,710","57,010","70,260"
AR,29-2051,Dietetic Technicians,100,"37,010","29,120","32,080","32,940","40,420","47,610"
AR,29-2052,Pharmacy Technicians,"4,740","38,540","30,290","34,180","37,380","42,920","47,030"
AR,29-2053,Psychiatric Technicians,"1,650","34,410","28,930","30,350","33,090","37,490","42,440"
AR,29-2055,Surgical Technologists,"1,490","55,840","38,790","44,610","53,400","63,590","71,850"
AR,29-2056,Veterinary Technologists and Technicians,290,"35,790","29,040","31,200","34,880","38,300","45,760"
AR,29-2057,Ophthalmic Medical Technicians,520,"37,110","28,950","30,560","36,160","38,860","47,500"
AR,29-2061,Licensed Practical and Licensed Vocational Nurses,"10,110","52,540","38,700","47,210","51,030","59,410","63,370"
AR,29-2072,Medical Records Specialists,"1,640","46,430","32,430","36,500","39,920","50,690","67,010"
AR,29-2081,"Opticians, Dispensing",660,"47,370","29,600","35,850","45,440","59,500","69,770"
AR,29-2091,Orthotists and Prosthetists,90,"69,980","35,490","48,640","71,550","79,790","92,750"
AR,29-2092,Hearing Aid Specialists,**,"73,280","51,710","76,310","76,750","79,400","79,720"
AR,29-2099,"Health Technologists and Technicians, All Other",850,"58,220","34,590","36,350","39,260","52,760","85,110"
AR,29-9021,Health Information Technologists and Medical Registrars,130,"66,060","43,220","46,410","65,510","84,940","87,570"
AR,29-9091,Athletic Trainers,240,"56,010","42,360","48,730","53,490","60,230","72,140"
AR,29-9093,Surgical Assistants,100,"57,570","34,530","38,440","49,340","76,030","82,930"
AR,29-9099,"Healthcare Practitioners and Technical Workers, All Other",540,"47,420","31,840","32,870","39,390","58,430","71,520"
AR,31-0000,Healthcare Support Occupations,"52,950","33,730","25,270","27,320","30,340","36,400","43,620"
AR,31-1120,Home Health and Personal Care Aides,"19,720","27,520","23,600","25,600","27,110","28,860","30,930"
AR,31-1131,Nursing Assistants,"17,620","33,350","28,330","29,670","31,990","36,120","39,430"
AR,31-1132,Orderlies,270,"31,010","23,490","28,910","31,120","34,230","36,260"
AR,31-1133,Psychiatric Aides,640,"33,380","26,230","30,010","34,890","35,090","38,620"
AR,31-2011,Occupational Therapy Assistants,620,"77,160","52,580","63,860","77,340","94,240","99,420"
AR,31-2021,Physical Therapist Assistants,"1,540","64,020","30,260","47,120","67,230","78,030","94,300"
AR,31-2022,Physical Therapist Aides,210,"34,150","24,080","27,000","28,670","33,630","41,360"
AR,31-9011,Massage Therapists,320,"39,130","23,040","24,310","31,280","41,760","63,430"
AR,31-9091,Dental Assistants,"3,020","40,730","32,930","35,670","37,680","44,860","47,230"
AR,31-9092,Medical Assistants,"4,990","38,060","30,620","34,910","37,150","40,140","45,750"
AR,31-9093,Medical Equipment Preparers,410,"37,860","33,000","34,340","37,050","40,320","44,190"
AR,31-9094,Medical Transcriptionists,340,"33,780","24,760","27,270","31,710","38,420","45,180"
AR,31-9095,Pharmacy Aides,130,"32,500","23,830","26,150","33,680","38,490","42,090"
AR,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"1,200","33,340","27,000","28,600","30,550","35,000","37,490"
AR,31-9097,Phlebotomists,"1,120","36,850","30,310","33,990","36,870","39,220","43,580"
AR,31-9099,"Healthcare Support Workers, All Other",770,"43,090","26,410","28,590","39,000","53,910","66,990"
AR,33-0000,Protective Service Occupations,"27,610","47,190","29,480","35,970","43,330","53,910","69,960"
AR,33-1011,First-Line Supervisors of Correctional Officers,"1,620","51,120","40,010","45,000","48,620","54,770","63,860"
AR,33-1012,First-Line Supervisors of Police and Detectives,"2,010","69,030","43,950","50,520","63,350","81,700","96,710"
AR,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,840,"68,470","44,050","51,810","67,160","80,060","90,670"
AR,33-1091,First-Line Supervisors of Security Workers,700,"66,500","44,510","49,450","58,130","72,190","103,810"
AR,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",270,"62,630","41,600","49,990","57,950","72,550","87,050"
AR,33-2011,Firefighters,"2,280","43,870","28,600","32,610","42,100","54,830","63,930"
AR,33-2021,Fire Inspectors and Investigators,40,"62,590","44,610","47,090","58,030","77,070","84,950"
AR,33-2022,Forest Fire Inspectors and Prevention Specialists,140,"41,280","33,990","37,790","42,260","44,740","46,700"
AR,33-3011,Bailiffs,110,"47,410","35,840","37,350","45,630","55,920","62,510"
AR,33-3012,Correctional Officers and Jailers,"4,250","41,900","30,790","36,010","40,330","45,730","49,940"
AR,33-3021,Detectives and Criminal Investigators,560,"67,640","40,360","46,010","53,460","66,910","142,190"
AR,33-3031,Fish and Game Wardens,80,"68,520","49,510","51,500","70,100","81,980","87,730"
AR,33-3051,Police and Sheriff's Patrol Officers,"5,490","49,700","35,950","40,760","48,090","57,100","69,420"
AR,33-9011,Animal Control Workers,210,"34,270","24,300","28,330","33,350","39,700","44,200"
AR,33-9021,Private Detectives and Investigators,360,"54,090","35,350","38,640","43,310","62,170","109,010"
AR,33-9032,Security Guards,"6,680","38,670","28,340","31,790","37,090","43,120","48,840"
AR,33-9091,Crossing Guards and Flaggers,**,"30,530","26,470","29,440","30,590","31,200","32,280"
AR,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",490,"26,870","23,290","23,880","25,820","27,320","29,250"
AR,33-9093,Transportation Security Screeners,200,"55,670","43,040","49,000","59,950","63,960","67,950"
AR,33-9094,School Bus Monitors,730,"31,000","24,200","27,400","29,450","33,210","40,260"
AR,33-9099,"Protective Service Workers, All Other",260,"41,300","26,250","33,220","36,400","49,150","61,960"
AR,35-0000,Food Preparation and Serving Related Occupations,"110,230","29,400","23,420","24,490","27,320","30,330","37,150"
AR,35-1011,Chefs and Head Cooks,950,"56,450","35,820","38,700","49,060","63,660","85,380"
AR,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,"11,090","35,910","27,600","28,920","31,950","38,220","48,060"
AR,35-2011,"Cooks, Fast Food","5,980","25,980","22,880","23,350","24,700","27,380","30,040"
AR,35-2012,"Cooks, Institution and Cafeteria","6,700","31,160","25,930","27,770","29,700","33,370","38,400"
AR,35-2014,"Cooks, Restaurant","10,450","30,970","24,490","27,720","29,470","35,450","37,350"
AR,35-2015,"Cooks, Short Order",200,"31,520","25,940","28,100","29,410","32,670","40,770"
AR,35-2019,"Cooks, All Other",80,"27,370","26,090","26,090","27,500","27,510","29,160"
AR,35-2021,Food Preparation Workers,"5,860","29,010","23,860","26,000","27,330","31,610","35,460"
AR,35-3011,Bartenders,"2,630","31,570","22,880","23,430","26,030","31,950","55,070"
AR,35-3023,Fast Food and Counter Workers,"36,150","27,010","23,420","23,910","26,740","27,950","31,060"
AR,35-3031,Waiters and Waitresses,"17,820","29,380","22,880","23,770","26,350","29,580","44,430"
